User_ID,User_Country,User_Age_Group,Gender,Travel_Companion,Location_Type,Preferred_Activities
User 194,Czechia,26-35,Male,Solo,"['Museums', 'Beaches']","['Cultural Tours', 'Hiking', 'Guided Tours']"
User 195,India,26-35,Female,Friends,"['Historic Sites', 'Gardens', 'Beaches']","['Snorkeling', 'Yoga', 'Boat Tours']"
User 196,India,18-25,Male,Family,"['Gardens', 'Beaches']","['Snorkeling', 'Surfing', 'Beach Hopping', 'Hiking']"
User 197,Ukraine,36-50,Male,Solo,"['Museums', 'Beaches', 'Zoological Gardens']","['Worship', 'Historical Exploration', 'Educational Tours']"
User 198,Kuwait,36-50,Female,Couple,"['National Parks', 'Beaches', 'Bodies of Water']","['Wildlife Spotting', 'Cultural Tours', 'Nature Walks', 'Tea Plucking']"
User 199,India,36-50,Male,Friends,"['Farms', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Religious Sites']","['Hiking', 'Wildlife Safaris', 'Walking Trails', 'Fishing']"
User 200,United Kingdom,36-50,Female,Friends,"['Nature & Wildlife Areas', 'Gardens', 'Beaches']","['Walking Trails', 'Farm Tours', 'Cultural Tours']"
User 201,United Kingdom,18-25,Male,Solo,"['National Parks', 'Beaches']","['Rafting', 'Photography', 'Snorkeling']"
User 202,United Kingdom,51+,Female,Couple,"['Historic Sites', 'Beaches', 'Zoological Gardens']","['Relaxation', 'Worship', 'Cultural Activities', 'Wildlife Spotting']"
User 203,India,18-25,Male,Solo,"['Religious Sites', 'Gardens', 'Beaches']","['Photography', 'Rafting', 'Boat Tours']"
User 204,Latvia,36-50,Male,Friends,"['Museums', 'Beaches', 'Bodies of Water']","['Wildlife Safaris', 'Bird Watching', 'Walking Trails']"
User 205,United Kingdom,51+,Male,Friends,"['Gardens', 'Beaches']","['Nature Walks', 'Worship', 'Cultural Exploration']"
User 206,India,51+,Female,Friends,"['Nature & Wildlife Areas', 'Beaches']","['Bird Watching', 'Worship', 'Cultural Exploration']"
User 207,India,51+,Female,Friends,"['Beaches', 'Zoological Gardens']","['Bird Watching', 'Worship', 'Meditation']"
User 208,United Arab Emirates,26-35,Male,Friends,"['Religious Sites', 'Beaches']","['Boat Tours', 'Sightseeing', 'Snorkeling']"
User 209,Sweden,18-25,Male,Couple,"['Beaches', 'Bodies of Water']","['Jet Skiing', 'Hiking', 'Surfing']"
User 210,United States,51+,Female,Couple,"['Gardens', 'Beaches', 'Zoological Gardens']","['Relaxation', 'Cultural Activities', 'Meditation', 'Worship']"
User 211,India,36-50,Female,Solo,"['Religious Sites', 'Farms', 'Beaches']","['Cultural Tours', 'Worship', 'Photography']"
User 212,India,36-50,Male,Couple,"['Religious Sites', 'Beaches']","['Hiking', 'Wildlife Spotting', 'Fishing', 'Historical Exploration']"
User 213,United Kingdom,51+,Female,Couple,"['National Parks', 'Beaches']","['Meditation', 'Cultural Activities', 'Bird Watching']"
User 214,Kazakhstan,51+,Male,Couple,"['Religious Sites', 'Gardens', 'Beaches']","['Wildlife Spotting', 'Worship', 'Gardens', 'Meditation']"
User 215,United Kingdom,26-35,Female,Friends,"['Waterfalls', 'Religious Sites', 'Beaches']","['Nature Walks', 'Yoga', 'Boat Tours', 'Photography']"
User 216,United Kingdom,36-50,Female,Couple,"['National Parks', 'Beaches']","['Tea Plucking', 'Nature Walks', 'Wildlife Spotting', 'Cultural Tours']"
User 217,United Kingdom,36-50,Female,Couple,"['Farms', 'Beaches', 'Zoological Gardens']","['Farm Tours', 'Nature Walks', 'Wildlife Spotting']"
User 218,United Kingdom,51+,Male,Couple,"['Religious Sites', 'Beaches']","['Worship', 'Wildlife Safaris', 'Wildlife Spotting']"
User 219,India,51+,Male,Friends,"['Waterfalls', 'Religious Sites', 'Beaches']","['Worship', 'Meditation', 'Cultural Exploration', 'Nature Walks']"
User 220,United Arab Emirates,18-25,Male,Friends,"['Religious Sites', 'Beaches']","['Boat Tours', 'Snorkeling', 'Jet Skiing', 'Surfing']"
User 221,United Kingdom,26-35,Male,Couple,"['Religious Sites', 'Beaches']","['Beach Hopping', 'Sunbathing', 'Hiking']"
User 222,South Africa,36-50,Female,Solo,"['Museums', 'Beaches']","['Tea Plucking', 'Educational Tours', 'Cultural Tours']"
User 223,United Kingdom,51+,Male,Solo,"['Farms', 'National Parks', 'Historic Sites', 'Beaches', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Educational Tours', 'Photography', 'Worship']"
User 224,United Kingdom,18-25,Male,Family,"['Farms', 'Beaches']","['Boat Tours', 'Surfing', 'Snorkeling']"
User 225,India,18-25,Female,Friends,"['Museums', 'Beaches']","['Beach Hopping', 'Yoga', 'Rafting', 'Nature Walks']"
User 226,India,26-35,Male,Couple,"['Religious Sites', 'Historic Sites', 'Beaches']","['Beach Hopping', 'Hiking', 'Relaxation']"
User 227,United Kingdom,51+,Male,Friends,"['Religious Sites', 'National Parks', 'Gardens', 'Beaches']","['Meditation', 'Gardens', 'Worship', 'Nature Walks']"
User 228,United Kingdom,18-25,Male,Solo,"['Nature & Wildlife Areas', 'Beaches']","['Snorkeling', 'Rafting', 'Boat Tours']"
User 229,India,36-50,Male,Family,"['Nature & Wildlife Areas', 'Gardens', 'Beaches', 'Bodies of Water']","['Fishing', 'Agricultural Workshops', 'Factory Tours']"
User 230,United Arab Emirates,36-50,Female,Family,"['Nature & Wildlife Areas', 'Beaches']","['Tea Plucking', 'Agricultural Workshops', 'Historical Exploration']"
User 231,United Arab Emirates,18-25,Female,Family,"['Historic Sites', 'Gardens', 'Beaches']","['Photography', 'Sightseeing', 'Wildlife Spotting']"
User 232,United Kingdom,26-35,Female,Friends,"['Farms', 'Beaches', 'Museums']","['Snorkeling', 'Meditation', 'Nature Walks']"
User 233,United Kingdom,26-35,Male,Family,"['Nature & Wildlife Areas', 'Beaches']","['Hiking', 'Sightseeing', 'Cultural Tours']"
User 234,United Kingdom,18-25,Male,Solo,"['Historic Sites', 'Gardens', 'Beaches']","['Hiking', 'Yoga', 'Boat Tours', 'Surfing']"
User 235,United Kingdom,18-25,Female,Friends,"['Religious Sites', 'Historic Sites', 'Beaches']","['Beach Hopping', 'Boat Tours', 'Yoga']"
User 236,India,36-50,Female,Couple,"['Farms', 'Beaches', 'Bodies of Water']","['Tea Plucking', 'Wildlife Spotting', 'Farm Tours']"
User 237,Oman,51+,Male,Friends,"['Beaches', 'Bodies of Water']","['Worship', 'Wildlife Safaris', 'Cultural Exploration', 'Nature Walks']"
User 238,United Kingdom,36-50,Female,Friends,"['Museums', 'Beaches', 'Nature & Wildlife Areas']","['Bird Watching', 'Farm Tours', 'Boating']"
User 239,United Kingdom,18-25,Male,Couple,"['National Parks', 'Gardens', 'Beaches']","['Rafting', 'Sunbathing', 'Surfing', 'Boat Tours']"
User 240,India,26-35,Female,Couple,"['Beaches', 'Bodies of Water']","['Photography', 'Sunbathing', 'Beach Hopping']"
User 241,South Africa,18-25,Female,Solo,"['Religious Sites', 'Beaches']","['Hiking', 'Snorkeling', 'Nature Walks']"
User 242,Australia,36-50,Female,Couple,"['Waterfalls', 'Farms', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Museums', 'Gardens']","['Wildlife Spotting', 'Cultural Tours', 'Farm Tours', 'Tea Plucking']"
User 243,India,26-35,Female,Solo,"['Gardens', 'Beaches']","['Yoga', 'Guided Tours', 'Meditation', 'Photography']"
User 244,Saudi Arabia,26-35,Male,Couple,"['Nature & Wildlife Areas', 'Beaches']","['Sightseeing', 'Cultural Tours', 'Beach Hopping']"
User 245,Netherlands,51+,Female,Friends,"['Nature & Wildlife Areas', 'National Parks', 'Beaches', 'Bodies of Water']","['Worship', 'Nature Walks', 'Cultural Exploration']"
User 246,United Arab Emirates,51+,Male,Solo,"['National Parks', 'Historic Sites', 'Beaches']","['Gardens', 'Worship', 'Educational Tours', 'Sightseeing']"
User 247,Australia,18-25,Male,Couple,"['Historic Sites', 'Beaches']","['Snorkeling', 'Rafting', 'Relaxation', 'Boat Tours']"
User 248,India,51+,Female,Couple,"['Nature & Wildlife Areas', 'Beaches']","['Cultural Activities', 'Bird Watching', 'Meditation', 'Worship']"
User 249,India,26-35,Female,Solo,"['Waterfalls', 'Farms', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Museums', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Cultural Exploration', 'Nature Walks', 'Photography', 'Meditation']"
User 250,United States,51+,Male,Family,"['National Parks', 'Beaches', 'Bodies of Water']","['Wildlife Safaris', 'Worship', 'Walking Trails']"
User 251,Israel,36-50,Male,Couple,"['Beaches', 'Bodies of Water']","['Historical Exploration', 'Wildlife Spotting', 'Nature Walks', 'Fishing']"
User 252,Bahrain,26-35,Male,Solo,"['Museums', 'Beaches']","['Guided Tours', 'Sightseeing', 'Hiking']"
User 253,India,18-25,Male,Friends,"['Historic Sites', 'Beaches']","['Boat Tours', 'Rafting', 'Snorkeling', 'Jet Skiing']"
User 254,Germany,26-35,Male,Solo,"['Beaches', 'Zoological Gardens']","['Photography', 'Cultural Exploration', 'Cultural Tours', 'Boat Tours']"
User 255,United Kingdom,51+,Male,Couple,"['Farms', 'Beaches']","['Wildlife Safaris', 'Meditation', 'Wildlife Spotting', 'Worship']"
User 256,United Kingdom,26-35,Female,Couple,"['National Parks', 'Historic Sites', 'Beaches']","['Sunbathing', 'Meditation', 'Nature Walks', 'Yoga']"
User 257,United Kingdom,36-50,Female,Solo,"['Waterfalls', 'Nature & Wildlife Areas', 'Beaches']","['Tea Plucking', 'Worship', 'Cultural Tours']"
User 258,Thailand,18-25,Male,Couple,"['Waterfalls', 'Beaches']","['Surfing', 'Relaxation', 'Rafting', 'Boat Tours']"
User 259,India,36-50,Female,Family,"['Religious Sites', 'Beaches']","['Factory Tours', 'Farm Tours', 'Cultural Tours']"
User 260,United Kingdom,51+,Female,Solo,"['Historic Sites', 'Beaches']","['Photography', 'Sightseeing', 'Bird Watching']"
User 261,Poland,26-35,Male,Solo,"['Beaches', 'Bodies of Water']","['Guided Tours', 'Cultural Exploration', 'Boat Tours']"
User 262,United Arab Emirates,18-25,Female,Solo,"['Waterfalls', 'Nature & Wildlife Areas', 'Beaches']","['Photography', 'Snorkeling', 'Nature Walks', 'Yoga']"
User 263,Saudi Arabia,51+,Male,Couple,"['Waterfalls', 'Farms', 'Gardens', 'Beaches']","['Wildlife Safaris', 'Cultural Activities', 'Gardens']"
User 264,United Kingdom,36-50,Male,Couple,"['Gardens', 'Beaches', 'Zoological Gardens']","['Hiking', 'Wildlife Spotting', 'Nature Walks']"
User 265,Qatar,36-50,Male,Solo,"['Gardens', 'Beaches']","['Photography', 'Fishing', 'Worship', 'Educational Tours']"
User 266,Australia,18-25,Male,Friends,"['Religious Sites', 'National Parks', 'Beaches', 'Bodies of Water']","['Hiking', 'Boat Tours', 'Rafting']"
User 267,Poland,18-25,Female,Couple,"['Nature & Wildlife Areas', 'Religious Sites', 'Beaches']","['Photography', 'Nature Walks', 'Sunbathing']"
User 268,United Kingdom,51+,Female,Solo,"['Museums', 'Beaches']","['Meditation', 'Relaxation', 'Educational Tours', 'Photography']"
User 269,China,36-50,Female,Couple,"['Waterfalls', 'Beaches']","['Nature Walks', 'Wildlife Spotting', 'Farm Tours']"
User 270,United States,26-35,Male,Friends,"['Museums', 'Beaches', 'Bodies of Water']","['Cultural Tours', 'Snorkeling', 'Hiking', 'Sightseeing']"
User 271,India,18-25,Male,Friends,"['Beaches', 'Bodies of Water']","['Jet Skiing', 'Hiking', 'Surfing', 'Boat Tours']"
User 272,United Kingdom,18-25,Female,Friends,"['Farms', 'Beaches']","['Snorkeling', 'Beach Hopping', 'Rafting']"
User 273,United States,18-25,Male,Couple,"['Waterfalls', 'Beaches']","['Yoga', 'Surfing', 'Boat Tours']"
User 274,United Kingdom,26-35,Male,Friends,"['Religious Sites', 'Beaches']","['Hiking', 'Boat Tours', 'Snorkeling']"
User 275,United Kingdom,51+,Male,Couple,"['Waterfalls', 'National Parks', 'Historic Sites', 'Beaches', 'Religious Sites']","['Meditation', 'Wildlife Spotting', 'Worship']"
User 276,United Kingdom,26-35,Male,Friends,"['Religious Sites', 'Gardens', 'Beaches']","['Sightseeing', 'Snorkeling', 'Hiking', 'Boat Tours']"
User 277,India,18-25,Male,Family,"['Religious Sites', 'Beaches']","['Surfing', 'Beach Hopping', 'Sightseeing', 'Jet Skiing']"
User 278,United Kingdom,26-35,Female,Couple,"['Nature & Wildlife Areas', 'Beaches']","['Meditation', 'Photography', 'Sunbathing', 'Beach Hopping']"
User 279,United Kingdom,26-35,Male,Couple,"['Religious Sites', 'Gardens', 'Beaches']","['Boat Tours', 'Sunbathing', 'Beach Hopping']"
User 280,Mexico,51+,Male,Family,"['Waterfalls', 'Beaches']","['Worship', 'Gardens', 'Walking Trails']"
User 281,United Kingdom,26-35,Male,Family,"['Waterfalls', 'Beaches', 'Bodies of Water', 'Gardens', 'Religious Sites']","['Factory Tours', 'Sightseeing', 'Hiking', 'Boat Tours']"
User 282,Egypt,51+,Male,Solo,"['Beaches', 'Bodies of Water']","['Sightseeing', 'Photography', 'Gardens', 'Meditation']"
User 283,United Kingdom,51+,Male,Couple,"['Religious Sites', 'Beaches', 'Bodies of Water']","['Meditation', 'Worship', 'Wildlife Spotting', 'Wildlife Safaris']"
User 284,India,18-25,Female,Solo,"['Nature & Wildlife Areas', 'Beaches']","['Nature Walks', 'Photography', 'Yoga', 'Beach Hopping']"
User 285,India,18-25,Male,Family,"['Religious Sites', 'Gardens', 'Beaches', 'Bodies of Water']","['Hiking', 'Sightseeing', 'Snorkeling', 'Wildlife Spotting']"
User 286,India,18-25,Male,Solo,"['National Parks', 'Gardens', 'Beaches']","['Snorkeling', 'Boat Tours', 'Rafting', 'Jet Skiing']"
User 287,India,51+,Female,Family,"['Religious Sites', 'Historic Sites', 'Beaches']","['Walking Trails', 'Historical Exploration', 'Worship']"
User 288,Ecuador,18-25,Female,Solo,"['Religious Sites', 'Beaches']","['Yoga', 'Hiking', 'Photography', 'Nature Walks']"
User 289,Canada,26-35,Male,Solo,"['Museums', 'Beaches']","['Cultural Exploration', 'Guided Tours', 'Hiking']"
User 290,United Kingdom,51+,Female,Friends,"['Waterfalls', 'Beaches']","['Relaxation', 'Cultural Exploration', 'Meditation', 'Worship']"
User 291,United Kingdom,51+,Male,Couple,"['National Parks', 'Beaches']","['Meditation', 'Wildlife Spotting', 'Worship']"
User 292,India,18-25,Male,Couple,"['Farms', 'Beaches']","['Snorkeling', 'Boat Tours', 'Relaxation']"
User 293,India,18-25,Male,Family,"['Waterfalls', 'Beaches']","['Hiking', 'Rafting', 'Jet Skiing']"
User 294,China,51+,Female,Solo,"['Gardens', 'Beaches']","['Sightseeing', 'Meditation', 'Educational Tours']"
User 295,Norway,36-50,Female,Couple,"['Zoological Gardens', 'Beaches', 'Bodies of Water']","['Wildlife Spotting', 'Farm Tours', 'Nature Walks']"
User 296,India,36-50,Male,Friends,"['Farms', 'Beaches']","['Boating', 'Hiking', 'Bird Watching']"
User 297,New Zealand,51+,Male,Couple,"['National Parks', 'Beaches']","['Meditation', 'Worship', 'Wildlife Spotting']"
User 298,India,26-35,Male,Family,"['Waterfalls', 'Farms', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Hiking', 'Sightseeing', 'Boat Tours', 'Factory Tours']"
User 299,Norway,36-50,Female,Solo,"['National Parks', 'Beaches']","['Tea Plucking', 'Cultural Tours', 'Worship']"
User 300,United Kingdom,36-50,Male,Solo,"['Historic Sites', 'Beaches']","['Historical Exploration', 'Worship', 'Hiking']"
User 301,Singapore,36-50,Male,Family,"['National Parks', 'Beaches']","['Agricultural Workshops', 'Factory Tours', 'Historical Exploration']"
User 302,India,36-50,Male,Couple,"['Farms', 'Beaches', 'Zoological Gardens']","['Fishing', 'Wildlife Safaris', 'Historical Exploration']"
User 303,Germany,18-25,Female,Solo,"['Waterfalls', 'Farms', 'Beaches']","['Photography', 'Yoga', 'Hiking', 'Beach Hopping']"
User 304,India,18-25,Female,Couple,"['Historic Sites', 'Beaches']","['Photography', 'Relaxation', 'Sunbathing']"
User 305,India,18-25,Male,Solo,"['National Parks', 'Beaches']","['Yoga', 'Boat Tours', 'Snorkeling']"
User 306,United Arab Emirates,51+,Female,Friends,"['Bodies of Water', 'Beaches', 'Zoological Gardens']","['Gardens', 'Cultural Exploration', 'Bird Watching']"
User 307,Central African Republic,26-35,Male,Solo,"['Gardens', 'Beaches']","['Cultural Tours', 'Boat Tours', 'Hiking', 'Sightseeing']"
User 308,United Kingdom,36-50,Male,Family,"['National Parks', 'Beaches']","['Agricultural Workshops', 'Historical Exploration', 'Wildlife Safaris']"
User 309,South Africa,36-50,Female,Solo,"['Waterfalls', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Museums', 'Nature & Wildlife Areas', 'Gardens', 'Religious Sites']","['Educational Tours', 'Farm Tours', 'Photography']"
User 310,United Kingdom,36-50,Male,Couple,"['Beaches', 'Bodies of Water']","['Historical Exploration', 'Hiking', 'Nature Walks']"
User 311,United Kingdom,26-35,Female,Family,"['Museums', 'Gardens', 'Beaches']","['Factory Tours', 'Photography', 'Sightseeing']"
User 312,South Africa,51+,Male,Friends,"['Waterfalls', 'Beaches']","['Wildlife Safaris', 'Meditation', 'Cultural Exploration', 'Gardens']"
User 313,United Kingdom,18-25,Male,Solo,"['Waterfalls', 'Nature & Wildlife Areas', 'Beaches']","['Boat Tours', 'Jet Skiing', 'Snorkeling', 'Rafting']"
User 314,Brunei Darussalam,51+,Male,Friends,"['Gardens', 'Beaches', 'Bodies of Water']","['Gardens', 'Nature Walks', 'Meditation']"
User 315,United Kingdom,18-25,Male,Family,"['Religious Sites', 'National Parks', 'Beaches']","['Surfing', 'Jet Skiing', 'Wildlife Spotting']"
User 316,United Kingdom,18-25,Female,Friends,"['Nature & Wildlife Areas', 'Historic Sites', 'Gardens', 'Beaches']","['Snorkeling', 'Nature Walks', 'Beach Hopping', 'Jet Skiing']"
User 317,United Kingdom,26-35,Female,Family,"['Gardens', 'Beaches']","['Sightseeing', 'Nature Walks', 'Yoga']"
User 318,United Kingdom,36-50,Female,Couple,"['Beaches', 'Bodies of Water']","['Farm Tours', 'Wildlife Spotting', 'Nature Walks']"
User 319,United States,26-35,Male,Family,"['Beaches', 'Gardens']","['Wildlife Spotting', 'Factory Tours', 'Hiking', 'Cultural Tours']"
User 320,United Kingdom,18-25,Female,Couple,"['National Parks', 'Beaches']","['Beach Hopping', 'Relaxation', 'Photography', 'Nature Walks']"
User 321,Egypt,51+,Female,Couple,"['Waterfalls', 'Beaches']","['Relaxation', 'Cultural Activities', 'Worship', 'Bird Watching']"
User 322,United Kingdom,26-35,Male,Family,"['Waterfalls', 'Farms', 'National Parks', 'Historic Sites', 'Beaches', 'Bodies of Water', 'Zoological Gardens', 'Gardens', 'Religious Sites']","['Factory Tours', 'Hiking', 'Sightseeing']"
User 323,Italy,51+,Male,Solo,"['Gardens', 'Beaches', 'Zoological Gardens']","['Photography', 'Educational Tours', 'Gardens', 'Worship']"
User 324,United Kingdom,18-25,Male,Friends,"['Waterfalls', 'Beaches', 'Zoological Gardens']","['Boat Tours', 'Rafting', 'Hiking', 'Surfing']"
User 325,United Kingdom,51+,Male,Couple,"['Religious Sites', 'Beaches']","['Wildlife Spotting', 'Cultural Activities', 'Worship', 'Wildlife Safaris']"
User 326,United Kingdom,36-50,Female,Friends,"['Beaches', 'Bodies of Water']","['Bird Watching', 'Cultural Tours', 'Tea Plucking', 'Boating']"
User 327,United Kingdom,51+,Female,Friends,"['Museums', 'Beaches']","['Gardens', 'Meditation', 'Relaxation', 'Worship']"
User 328,United Kingdom,36-50,Female,Couple,"['Religious Sites', 'Historic Sites', 'Beaches', 'Bodies of Water']","['Tea Plucking', 'Farm Tours', 'Cultural Tours']"
User 329,United Kingdom,51+,Male,Solo,"['Historic Sites', 'Beaches']","['Meditation', 'Sightseeing', 'Wildlife Safaris', 'Worship']"
User 330,United Kingdom,26-35,Male,Family,"['Waterfalls', 'Beaches']","['Wildlife Spotting', 'Cultural Tours', 'Hiking', 'Boat Tours']"
User 331,Portugal,51+,Male,Friends,"['Farms', 'Beaches']","['Cultural Exploration', 'Gardens', 'Nature Walks', 'Meditation']"
User 332,Russian Federation,51+,Male,Friends,"['Historic Sites', 'Beaches']","['Cultural Exploration', 'Worship', 'Gardens', 'Meditation']"
User 333,United States,51+,Male,Couple,"['Beaches', 'Gardens', 'Waterfalls']","['Meditation', 'Gardens', 'Wildlife Safaris', 'Wildlife Spotting']"
User 334,Thailand,18-25,Female,Family,"['Museums', 'Beaches', 'Zoological Gardens']","['Yoga', 'Beach Hopping', 'Nature Walks']"
